"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","warning","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","scramble_instruction","","html-keyboard-response","89","47230","0.0-2.0-18.0-1.0-0.0","11","1234","11","203","","","","50","","8","","","0","","","","","","","1","","","","","","","","","","12.984","0.203","","1","23","45","outdoor_scenes","body_parts","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","90","47234","0.0-2.0-18.0-2.0-0.0","11","1234","11","null","","","","null","","8","","","","","","","","","","1","","","","","","","","","","13.187","-1.187","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","91","47344","0.0-2.0-18.0-4.0","11","1234","11","null","","","","null","","8","","","","","","","","","","1","","","","","","","","","","12","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","92","47438","0.0-2.0-20.0-0.0","11","1234","11","91","","","","50","","9","","","0","D","0","1986","left","scramble","2000","1","1","53","34","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg","NaN","NaN","13","1.986","","","","","","","","","","","false","1986","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","93","47627","0.0-2.0-20.0-1.0-0.0","11","1234","11","186","","","","50","","9","","","0","","","","","","","1","","","","","","","","","","14.986","0.186","","1","53","34","objects","faces","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","94","47630","0.0-2.0-20.0-2.0-0.0","11","1234","11","null","","","","null","","9","","","","","","","","","","1","","","","","","","","","","15.172","-1.172","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","95","47734","0.0-2.0-20.0-4.0","11","1234","11","null","","","","null","","9","","","","","","","","","","1","","","","","","","","","","14","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","96","47837","0.0-2.0-22.0-0.0","11","1234","11","101","","","","50","","10","","","0","E","0","NaN","NaN","original","1500","1","1","48","41","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","50","50","16","0.101","","1","48","41","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","97","48743","0.0-2.0-22.0-2.0-0.0","11","1234","11","null","","","","null","","10","","","","","","","","","","1","","","","","","","","","","16.101","0.899","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","98","48858","0.0-2.0-22.0-4.0","11","1234","11","null","","","","null","","10","","","","","","","","","","1","","","","","","","","","","17","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","99","48866","0.0-2.0-24.0-0.0","11","1234","11","5","","","","50","","11","","","0","B","0","NaN","NaN","original","1000","1","1","22","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","18.5","0.005","","1","22","29","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","100","49871","0.0-2.0-24.0-2.0-0.0","11","1234","11","null","","","","null","","11","","","","","","","","","","1","","","","","","","","","","18.505","0.995","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","101","49982","0.0-2.0-24.0-4.0","11","1234","11","null","","","","null","","11","","","","","","","","","","1","","","","","","","","","","19.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","102","50178","0.0-2.0-26.0-0.0","11","1234","11","192","","","","50","","12","","","0","K","0","923","left","scramble","1500","1","1","37","55","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","NaN","NaN","20.5","0.923","","","","","","","","","","","false","923","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","103","50430","0.0-2.0-26.0-1.0-0.0","11","1234","11","249","","","","50","","12","","","0","","","","","","","1","","","","","","","","","","21.423000000000002","0.249","","1","37","55","body_parts","objects","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","104","50434","0.0-2.0-26.0-2.0-0.0","11","1234","11","null","","","","null","","12","","","","","","","","","","1","","","","","","","","","","21.672","-0.172","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","105","50537","0.0-2.0-26.0-4.0","11","1234","11","null","","","","null","","12","","","","","","","","","","1","","","","","","","","","","21.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","106","50681","0.0-2.0-28.0-0.0","11","1234","11","141","","","","50","","13","","","0","G","0","NaN","NaN","original","2000","1","1","58","17","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","23","0.141","","1","58","17","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","107","51548","0.0-2.0-28.0-2.0-0.0","11","1234","11","null","","","","null","","13","","","","","","","","","","1","","","","","","","","","","23.141","0.859","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","108","51658","0.0-2.0-28.0-4.0","11","1234","11","null","","","","null","","13","","","","","","","","","","1","","","","","","","","","","24","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","109","51683","0.0-2.0-30.0-0.0","11","1234","11","23","","","","50","","14","","","0","A","0","1593","right","scramble","3500","1","1","18","50","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg","NaN","NaN","26","1.593","","","","","","","","","","","false","1593","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","110","51979","0.0-2.0-30.0-1.0-0.0","11","1234","11","293","","","","50","","14","","","0","","","","","","","1","","","","","","","","","","27.593","0.293","","1","18","50","outdoor_scenes","objects","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","111","51982","0.0-2.0-30.0-2.0-0.0","11","1234","11","null","","","","null","","14","","","","","","","","","","1","","","","","","","","","","27.886","-0.886","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","112","52088","0.0-2.0-30.0-4.0","11","1234","11","null","","","","null","","14","","","","","","","","","","1","","","","","","","","","","27","3.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","113","52235","0.0-2.0-32.0-0.0","11","1234","11","144","","","","50","","15","","","0","I","0","1558","right","scramble","1500","1","1","40","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","NaN","NaN","30.5","1.558","","","","","","","","","","","false","1558","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","114","52473","0.0-2.0-32.0-1.0-0.0","11","1234","11","235","","","","50","","15","","","0","","","","","","","1","","","","","","","","","","32.058","0.235","","1","40","15","body_parts","outdoor_scenes","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","115","52477","0.0-2.0-32.0-2.0-0.0","11","1234","11","null","","","","null","","15","","","","","","","","","","1","","","","","","","","","","32.293","-0.793","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","116","52581","0.0-2.0-32.0-4.0","11","1234","11","null","","","","null","","15","","","","","","","","","","1","","","","","","","","","","31.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","117","52764","0.0-2.0-34.0-0.0","11","1234","11","179","","","","50","","16","","","0","F","0","NaN","NaN","original","3000","1","1","30","36","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","50","50","33","0.179","","1","30","36","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","118","53591","0.0-2.0-34.0-2.0-0.0","11","1234","11","null","","","","null","","16","","","","","","","","","","1","","","","","","","","","","33.179","0.821","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","119","53703","0.0-2.0-34.0-4.0","11","1234","11","null","","","","null","","16","","","","","","","","","","1","","","","","","","","","","34","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","120","53946","0.0-2.0-36.0-0.0","11","1234","11","240","","","","50","","17","","","0","L","0","NaN","NaN","original","1500","1","1","39","33","body_parts","faces","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","50","50","37","0.24","","1","39","33","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","121","54710","0.0-2.0-36.0-2.0-0.0","11","1234","11","null","","","","null","","17","","","","","","","","","","1","","","","","","","","","","37.24","0.76","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","122","54817","0.0-2.0-36.0-4.0","11","1234","11","null","","","","null","","17","","","","","","","","","","1","","","","","","","","","","38","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","123","55080","0.0-2.0-38.0-0.0","11","1234","11","261","","","","50","","18","","","0","C","0","NaN","NaN","original","3500","1","1","23","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","39.5","0.261","","1","23","45","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","124","55831","0.0-2.0-38.0-2.0-0.0","11","1234","11","null","","","","null","","18","","","","","","","","","","1","","","","","","","","","","39.761","0.739","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","125","55943","0.0-2.0-38.0-4.0","11","1234","11","null","","","","null","","18","","","","","","","","","","1","","","","","","","","","","40.5","3.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","126","56105","0.0-2.0-40.0-0.0","11","1234","11","161","","","","50","","19","","","0","H","0","1503","right","scramble","1000","1","1","25","12","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","NaN","NaN","44","1.503","","","","","","","","","","","false","1503","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","127","56336","0.0-2.0-40.0-1.0-0.0","11","1234","11","228","","","","50","","19","","","0","","","","","","","1","","","","","","","","","","45.503","0.228","","1","25","12","faces","outdoor_scenes","","","","","","","0","","","","","","","","","","",""
